stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
86,0.5,2.0,91.62928429991007,,91.61511259991676,91.62928429991007,92.12843409995548,92.12843409995548,92.12843409995548,92.428887499962,92.84730179980397,right,2.0,0,0,0.7088818000629544,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
87,0.5,2.5,92.86207079980522,,92.84751669992693,92.86207079980522,93.36172689986415,93.36172689986415,93.36172689986415,93.66220549982972,94.09680329984985,right,2.5,0,0,0.7190443999134004,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
88,0.5,3.0,94.11158289993182,,94.0969816998113,94.11158289993182,94.61187559994869,94.61187559994869,94.61187559994869,94.91202699998394,94.9475876998622,left,-3.0,0,0,0.3254535000305623,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
89,0.5,3.5,94.96231019985862,,94.94778259983286,94.96231019985862,95.46186529984698,95.46186529984698,95.46186529984698,95.76239999989048,96.51347429980524,left,-3.5,1,1,1.0346962998155504,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
90,0.5,3.5,96.52864189981483,,96.51366549986415,96.52864189981483,97.02883299998939,97.02883299998939,97.02883299998939,97.32835349999368,97.48190100002103,left,-3.5,1,1,0.44964260002598166,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
91,0.5,3.5,97.49500789982267,,97.48205849993974,97.49500789982267,97.99531459994614,97.99531459994614,97.99531459994614,98.29552559996955,98.73102990002371,right,3.5,1,1,0.7319836998358369,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
92,0.5,3.0,98.74499739985913,,98.73122660000809,98.74499739985913,99.24516239995137,99.24516239995137,99.24516239995137,99.56133189983666,99.66337829991244,right,3.0,1,1,0.4031053998041898,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
93,0.5,3.0,99.67857739981264,,99.66354129998945,99.67857739981264,100.17834979994223,100.17834979994223,100.17834979994223,100.47908409987576,100.64754479983822,right,3.0,1,1,0.45401059999130666,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
94,0.5,3.0,100.66185069992207,,100.6477194998879,100.66185069992207,101.1759232999757,101.1759232999757,101.1759232999757,101.4784079999663,101.83045989996754,left,-3.0,1,1,0.6465998999774456,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
95,0.5,2.5,101.84531509992667,,101.83071139990352,101.84531509992667,102.34395090001635,102.34395090001635,102.36135999998078,102.64503979985602,102.82777729979716,left,-2.5,1,1,0.4737289999611676,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
96,0.5,2.5,102.84307169984095,,102.8278765999712,102.84307169984095,103.34384809993207,103.34384809993207,103.34384809993207,103.6439737000037,103.8142512999475,right,2.5,1,1,0.4650229001417756,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
97,0.5,2.5,103.82823839993216,,103.81439369986765,103.82823839993216,104.32697719987482,104.32697719987482,104.34382339986041,104.62739759986289,104.77894059987739,left,-2.5,1,1,0.4424003001768142,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
98,0.5,2.0,104.79329769988544,,104.7790494998917,104.79329769988544,105.2945836998988,105.2945836998988,105.2945836998988,105.59485240001231,105.72985599981621,right,2.0,1,1,0.43289000005461276,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
99,0.5,2.0,105.74507740000263,,105.72995819989592,105.74507740000263,106.24478579987772,106.24478579987772,106.24478579987772,106.54461649991572,106.61328629986383,left,-2.0,1,1,0.3515929998829961,212331,001,2024-09-10_16h50.04.560,adpative_staircase,2024.1.5,None,2024-09-10 16h50.09.711597 +0530,
